When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
1,1,2,,Genetics and Genomics ,9 ,"Precision medicine and targeted therapies, particularly in relation to triple negative breast cancer (TNBC) ",1,3,1, 2         ,3,3,2,3,4,3,3,"Basic knowledge of how to manipulate and analyze large data sets, and introduction to R and possibly coding",1
1,1,2,,Molecular and Cell Biology Department,9 ,How Lysyl Oxidase Like 2 Inhibitor can decrease the proliferation of cancer cells,3,2,1, 2         ,4,0,0,4,4,3,3,To clearly understand that how I can interpret my data,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Evolutionary Biology,10 ,"Research involvement: Genomic analysis of differentiated regions of the genome, working with full genome sequences, performing summary statistics on different regions of the genome, using bioinformatic tools (GATK)",1,1,5, 2 4567 9  ,2,2,1,5,5,5,3,Skills I can easily apply to my daily computational research.,1
1,1,2,,Bioinformatics,9 ,Currently I am working on RNA seq data. And I am using couple of bioClite packages like Rsubread and edgeR,3,1,5, 2 45   9  ,1,3,3,4,3,3,3,"Data analysis and organization,   It would be nice if it starts from basics and then gets harder.",1
1,1,6,,Chemistry,3 ,"I am the computational research consultant for the chemistry department. I primarily study small molecule systems with DFT/ab-initio techniques, but I am also responsible for maintaining webservers and general IT help.",1,2,5, 2      9 Mathematica,4,3,3,5,4,4,3,I hope to be able to expand my toolset.,1
1,1,2,,Nutrition and Metabolism,11 ,I'm investigating the longitudinal effects of dietary protein exposure on cardiometabolic outcomes in both adolescents and adults. ,3,3,5, 2        SAS,1,3,3,5,4,3,3,"I've been programming with SAS for several years, but several of the other investigators in my section believe R is much better, so I would like to learn some of the fundamentals. ",1
1,1,2,,Bioinformatics,9 ,Mapping out the lung microbiome and understanding the positive/negative correlations between bacterial species,3,1,2, 2 4       ,2,3,3,5,5,5,5,I would like to learn how to efficiently analyze data and get a better understanding of how to do it with prorams such as R.,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Microbiology,9 ,I study the molecular mechanisms that Ebola and Marburg viruses use to evade the innate immune system.  My goal for this training is to be able to analyze HTS data which will be used to verify our viral stocks.  ,3,2,2, 2         ,4,3,3,5,3,3,3,I hope to be able to analyze HTS data.,1
1,1,2,,Neuroscience/pharmacology,2 ,My research focuses on the role of maternal infection in autism. I am interested in how the brain's immune cells contribute to the pathophysiology of autism in a mouse model. ,1,1,1, 2         ,2,2,2,5,5,3,3,How to better manage analysis of large datasets (in an efficient and reproducible manner),1
1,1,4,,Medicine,9 ,Our lab studies the biology of acute lung infections.,1,3,3,    5   9  ,1,2,2,5,5,5,4,To gain a better understanding of how a pipeline can be constructed.,1
1,1,3,,,9 ,I work to understand the molecular events that drive and sustain the development of lung squamous cell carcinoma. Our group uses computational analysis to wade the molecular events identified by RNA and DNA sequencing. I bring my expertise about a mouse model that recapulated the human disease and I am working towards getting more involved in the analysis of samples from this model to better use this mouse model for studying carcingenesis.  ,1,3,1, 2  5   9  ,2,3,3,4,4,3,3,I hope to gain some tools to help my ability to analyze RNA seq data,1
1,1,3,,Biochemistry,9 ,"We study the early events after injury in the eye, specifically the cornea.  We analyze purinergic receptors that stimulate calcium waves and downstream signaling cascades important in the wound healing process.",1,3,1, 2         ,1,3,3,5,4,3,3,I hope to gain more flexibility in data analysis as well as be able to perform analyses that I currently cannot with my current workflow and skills.,1
1,1,2,,Genetics and Genomics,9 ,Dissecting the SMAD4 metastasis suppressor complex in colon cancer,1,2,1, 2         ,4,0,0,4,3,3,3,An introduction to pipelines data analysis.    Analysis of sample data e.g. RNAseq data.  Visualization of results. ,1
1,1,3,,orthopaedic Surgery,9 ,Systems biology approach to fracture healing,1,2,6, 2    7    ,2,3,3,5,4,4,3,The gold standard/ traditional techniques as I am new to the field,1
1,1,6,,IS&T,16 ,"want to know about domain knowledge in genomic research and data processing tools and applications and as well as common workflows, challenges, etc. ",3,1,6,   4      Perl,4,0,0,5,4,4,3,"know more about current need and trend of the field, and what would be the focus in the community, and what tools available and what services are expected.  ",1
1,1,6,,CTE Center,9 ,"Researcher at the CTE Center, doing genetic and clinical work.",1,1,5, 2  5     SPSS,1,4,4,5,5,5,5,Utilizing R for a more varied set off analyses; developing a greater confidence with R.,1
1,1,6,,Pharmacology ,13 ,I'm currently conducting clinical research at BMC.,3,2,1, 2        GraphPad Prism,3,2,3,5,3,3,3,"New ways to manage, share, and analyze data",1
1,1,2,,Behavioral Neuroscience,2 ,I am looking at long-lasting neurological and cognitive changes that occur as a result of adolescent pathological alcohol consumption.,1,2,1,"          JMP, SPSS",1,3,1,1,1,1,5,I would like to gain an introduction and a roadmap to gain expertise in data manipulation and analysis.,1
1,1,6,,Research Computing Services,16 ,,2,1,6,    56  9  ,4,3,3,4,4,4,4,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,Neurology,11 ,I'm an MD behavioral neurologist with masters level research training in biostatistics/statistical genetics. I study genetic and clinical aspects of Alzheimer's disease and chronic traumatic encephalopathy.,1,3,5, 2        SPSS,1,3,3,4,4,4,4,introduction to the command line and bioinformatic pipelines,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,9 ,,3,3,1, 2         ,4,0,0,4,3,3,3,,1
1,1,0,"Agricultural Engineer, USDA-ARS",Southeast Watershed Research Laboratory,5 ,Water quality and quantity from Coastal Plain Watersheds. ,3,1,6,"          CRBASIC, C,C++",2,3,1,4,3,3,3,Better understanding of R and SQL.,1
1,1,4,,PMSPRU,9 ,to determine statistical differences between un-immunized and immunized groups of chickens,3,1,1, 2         ,3,3,3,1,3,3,3,expect to analyze my data efficiently,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,"Insect Reseach Unit, USHRL",16 ,We currently focus on RNAi and also genome sequencing.,3,2,1, 2         ,4,0,0,4,3,3,3,Learn more strategies to analyze data so I can provide more support to my Supervisor and for my own professional growth. ,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,, Food Safety,"Provides a comprehensive approach that includes genomics, molecular biology, metabolic assays and animal infection models to investigate how to reduce Salmonella enterica in food, especially as it might be associated with poultry and eggs. Advises public health policy and industry practices on the biology of Salmonella enterica in the poultry environment that impacts association with chickens and eggs and epidemiological trends in people. Provides information on use of detection and characterization methodologies to identify points of control within the poultry and egg industries for specifically reducing illness in people from Salmonella Enteritidis and Salmonella enterica in general. ",3,1,1, 2         ,1,2,2,5,5,5,5,"I want to learn some programming language to analyze data in excel spreadsheets; also, develop a strategy for how to improve analysis by customizing programming.",1
1,,,,,  ,,,,,           ,,,,,,,,,
2,1,0,Associate Provost for Research,Academic Affairs, Education AND Economics,I oversee research at a university.,3,2,1," 23       qualitative coding software: Nudist, etc...",1,5,4,5,4,4,3,Learn more about Data Carpentry's tools and thinking,1
1,2,2,,Microbiology,9 ,I study mobile genetic elements in antibiotic resistant Salmonella enterica.,1,1,6, 2   6  9  ,1,4,4,5,5,5,3,I want to learn how to use R and apply it to my data.,1
1,1,2,,Microbiology, Bacterial Epidemiology and Antimicrobial Resistance,"I isolate bacteria (Salmonella, E.coli, Enterococcus) from surface water to characterize them and study their antimicrobial resistances. ",4,1,3, 2        bionumerics,2,2,2,5,3,3,3,To get the idea of what R is (I have never used or learnt about it) and see if it can be helpful to my research. ,1
1,1,6,,Research Administration,1 ,undergraduate research administration,3,1,2, 2         ,4,4,4,4,3,3,3,Research integrity,1
1,1,6,,Office of Research Development,1 ,"Research Officer for university, responsible for research compliance, administration, and support for faculty.",3,1,1, 23        ,4,0,0,5,3,3,3,Hoping to gain data management tools I can share with faculty as we implement Digital Commons and encourage data sharing.,1
1,1,4,,Psychological Science,2 ,Effects of prescription psychostimulants on the developing brain and behavior in mice.,1,1,1, 2        SPSS,1,4,4,5,4,4,3,,1
1,1,6,,General Counsel / Chancellor, Law,I am the Director of University Compliance at Western Carolina University. I manage focused compliance projects across University operations and manage enterprise level risks.,1,1,2, 2        Microsoft Word,3,0,0,2,3,3,3,I hope to ease the regulatory burdens on my institution by introducing more efficient business processes.,1
1,1,6,,Office of Research - Compliance,1 ,"Currently work with our IRB, IACUC and IBC, but also administrator for our training programs via CITI.",3,1,6, 2         ,4,0,0,4,3,3,3,More about research ethics and data management,1
1,1,6,,Research Administration,1 ,"I manage a pre-award office of sponsored programs.  My areas of oversight include proposal development and submission, contract negotiation and execution, and non-financial research compliance",3,1,1, 2         ,4,2,2,4,3,3,3,,1
1,1,6,,Research Administration,1 ,"Research compliance, including IRB, IACUC, IBC, and RCR oversight. ",3,2,1, 2         ,4,3,3,4,5,5,4,,1
1,1,4,,Social and Behaviorial Sciences, Social and Behavioral Sciences,Health disparities among the underserved and underrepresented. The role of customized web-based technology in reducing the gaps.,3,1,1, 2        SPSS,3,0,0,5,3,3,3,How to manage datasets,1
1,1,6,,Research and Sponsored Programs,1 ,"I am the Research Compliance Officer for IRB, IACUC, and Responsible Conduct of Research.",3,2,2, 2         ,4,3,3,5,3,3,4,I hope to learn how our university can store data more effectively to comply with federal granting agency requirements. ,1
1,1,0,Assoc Prov; PhD in Statistical Machine Learning,Research and Engagement,4 ,Given data on student performance in PK-12 can performance in 13-16 be predicted and affected?  Second question - can key critical points be identified on a per student basis that would be high impact if the proper intervention was carried out?,1,1,5, 2 4  7 9 Custom software development.,4,2,2,5,4,3,3,"Having attended many workshops, I come with no specific expectations, but absolute confidence I will learn many things from my colleagues!",1
1,1,4,,, Psychological science,"As an industrial and organizational psychologist, my research involves diverse topics in testing and measurement, research methods, statistics, and workplace bullying.  ",3,1,6,          SPSS,4,5,0,5,4,3,1,To be determined. I teach univariate and multivariate statistics at the graduate level using SPSS syntax. ,1
1,1,6,,Office of Research (research administration),1 ,"I am a research administrator and my office is responsible for compliance with federal regulations, including those governing responsible conduct of research.",3,1,1, 23        ,4,2,2,5,3,3,3,"Honestly, I didn't know this was about data carpentry. I am attending it because it is funded by the federal government for PUIs to promote/manage responsible conduct of research.",1
1,1,4,,Plant Pathology,9 ,Plant viral disease management,3,3,1, 2         ,2,1,1,5,4,3,3,"independent data organization and analysis capacity, rather than depending heavily on collaborators.",1
1,1,0,permanent research scientist,agriculture,9 ,biological data  experimentally derived  field obtained,3,3,2, 2         ,1,4,4,4,3,3,3,how to use R,1
1,1,6,,Sponsored Programs & Research Integrity,1 ,I am the director of the Office of Sponsored Programs & Research Integrity.  I oversee the university IRB and IACUC.,3,1,1, 2         ,4,3,3,4,3,3,3,,1
1,1,4,,Sponsored Projects/English department,8 ,South Asian immigration to the US and its cultural impact.,3,2,1, 2         ,4,0,0,3,2,2,3,I need to advise my university on data management policy and strategy for its various faculty involved in research and grants. I don't manage data myself as a researcher since I work with literary texts,1
1,1,0,Program Administrator,Office of Sponsored Programs,1 ,I am new to the Office of Sponsored Programs and I am participating in the workshop to learn more about compliance issues.,3,1,2, 2         ,4,3,3,3,3,3,3,,1
1,1,6,,Office of Sponsored Research and Graduate Studies,1 ,"Manage the office of sponsored research consistent with ethical practices, rules and regulation of the university and sponsor.",3,2,2, 2         ,4,2,2,4,3,3,3,,1
1,1,6,,Academic Affairs,1 ,"I'm the Research Compliance Manager and deal with the IRB, IACUC, and IBC. ",1,2,5, 23        ,4,1,1,5,2,2,2,,1
1,1,6,,"Research, Grants & Contracts",5 ,"I am currently Vice Provost for Graduate Education, Research & Outreach",3,1,2," 2        Statsitica, Minitab",4,2,2,5,3,3,3,"Best practices, data management",1
1,1,6,,research,9 ,"I work in computational biology, education, and systems genetics.",1,1,5, 2  5      ,1,3,2,5,5,5,5,I'm putting myself in the place of a learner so that I can better empathize with learners when I teach this same material. I intend to teach the genomics material in summer 2016.,1
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Monetary Affairs,6 ,,3,1,6, 2 45 7 9  ,1,3,3,4,5,5,5,,1
1,2,,,,  ,,,,,           ,,,,,,,,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Research and Statistics,6 ,"I study a subfield of finance, namely shadow banking.  I am interested in how monetary policy and regulation interact with money markets and shadow banking entities and short-term financial instruments.",2,1,5, 2 456  9 SAS STATA,1,4,4,4,3,3,2,"SQL, shell scripts and command line",1
1,1,4,,Inst Clin Med,11 ,Reproduction & infertility. ,1,2,5, 23 5      ,2,2,2,5,4,4,4,,2
1,2,3,,Department of Biosciences,3 ,I investigate adhesion mechanisms of pathogens in order to develop surface functionalisations against pathogen adhesion. Our development target are implants and we hope to improve their success rate as well as patient wellbeing.,3,1,2, 2        Origin,3,4,2,5,4,3,3,"I would like to learn how Python and R can be used for the automation of data analysis. Ideally, I would perform analysis on an example dataset from organising the data to plotting the calculated values. I am curious how far the extent of applications for these languages goes.",2
1,1,3,,Tumor Biology,9 ,"In my current work I try to implement personalized medicin (including genomics, drug screening etc) for sarcoma.",3,3,3, 2         ,4,0,1,3,3,3,3,I hope to learn how to analyse genomics data.,2
1,1,2,,Molecular biology,9 ,my current research includes whole genome NGS data analysis ,3,3,2, 2         ,2,2,3,4,4,3,3,,2
1,2,3,,Department of Community Medicine,14 ,,1,1,6,    5      ,1,4,2,5,5,5,5,,2
1,1,1,,medical genetics,9 ,"studying genes in different Autoimmune diseases by the use og deep sequencing - mostly methylome and transcriptome, but also genome. We are working with different tissues from humans",3,3,1, 2         ,3,2,2,5,5,5,3," to get to know some basic Tools regarding  the scripting world, at least have a peek into this world..",2
1,1,0,Senior engineer,Medical Genetics,9 ,"Whole exome, soon starting with whole genome, analysis of patients with rare neurological diseases, to identify disease-causing genetics variants.",3,1,1, 2         ,4,4,4,4,4,4,4,Familiarize with tools that will be needed for genome analysis in near future,2
1,2,4,,Molecular genetics,9 ,Nutritional genomics,3,3,1, 2         ,2,3,3,4,3,3,3,Basics of dealing with NGS data,2
1,1,6,,,9 ,,3,1,1, 2        SigmaStat,3,0,0,4,3,3,3,,2
1,1,2,,Neuroscience and medicine,2 ,Cell morphology quantification,3,2,2, 2    7    ,4,2,2,5,5,3,3,Basic good user practices of a programmer that I cannot learn in online courses,2
1,1,0,phd scholar,Pediatric research,11 ,"Chronic hyperoxia in newborns, murine randomized trial. Whole genome expression and genetics in pediatrics. ",3,1,1, 2         ,1,1,1,5,4,3,3,I hope to learn how to organize my data in a database. How to make a database which is practical to use and access. ,2
1,2,3,,Psychology,2 ,"Attention, learning, brain plasticity",1,3,6,      7    ,1,3,3,5,5,2,3,,2
1,1,6,,,4 ,"developer: web applications, database update",2,1,6, 2        PostgreSQL,1,3,3,4,3,3,3,"Means for exporting/importing data using tools and languages that I am not familiar with such as Python and R, as well as extending knowledge of Excel.",1
1,1,5,,Monetary & financial markets analysis,16 ,Technology analyst at the Fed,3,1,6,   4567    ,4,0,0,4,5,5,5,Data management skills.  Which language is best in certain situations?,1
1,1,2,,"Institute for Cancer Research, Oslo University Hospital",9 ,Next generation sequencing analysis of microRNA expression in colorectal derived liver metastasis.,3,2,6, 2  56  9  ,3,2,2,5,5,5,2,,2
1,1,2,,Molecular Genetics,9 ,Role of genetics in human disease.,3,2,1, 2         ,4,0,0,5,3,3,3,Gaining a basic understanding of data analysis in general and the tools described in particular.,2
1,1,2,,Department of Pediatric Research Women and Children’s Division,9 ,,3,1,2, 2         ,4,3,3,4,4,4,,know what is the best way to organise data  ,2
1,1,2,,molecular genetics, genetics,"identifying genetic causes or rare diseases, and molecular characterization of the disease-causing mechanisms",3,1,,           ,,,,,,,,,
1,2,3,,Section for Genetics and Evolutionary Biology,9 ,Investigating bacteria cell adhesion.,3,1,2, 2         ,3,5,4,4,3,3,3,,2
1,1,2,,Bio sciences ,9 ,We are working to identify and charecterize novel  protein methyltransferases and their substrtates.  ,3,3,7, 2        Sigma plot,3,3,3,4,4,4,3,,2
1,2,0,Research assisstant,"Biology, ecology and evolution",9 ,I work with soil bacteria and temporal fluctuations in soil.,1,3,5, 2  5   9  ,1,4,5,4,4,3,2,To be more efficient and learn better use of R and the command line.,2
1,1,2,,clinical medicine,14 ,I plan to analyse single-cell RNA-sequencing data in order to reveal heterogeneity within T cells.,1,3,4,    5      ,2,3,2,4,4,3,2,,1
1,1,6,,International Finance,6 ,Empirical research on the drivers of cross border portfolio investment,3,1,4, 2    7   Stata,1,3,4,5,3,3,5,How to more efficiently manage very large datasets that strain the capabilities of Stata,1
1,1,0,Board of Governors of the Federal Reserve System,IT Statistics, Consumer and Reserve Bank Reporting Series,Process a regulatory-mandated data series that contains over 425 million data elements. Conduct analysis to identify trends and errors.,3,2,6, 234       ,1,1,1,5,5,5,5,I want to be current in the tools I use for analysis.,1
1,1,6,,Banking Supervision and Regulation,8 ,I organize all formal and informal enforcement action data and create visualizations and analyses regarding trends among reserve banks and internal processes for issuance and eventual termination of enforcement actions. I help to paint the universe of  enforcement actions for stakeholders.,3,2,7, 2 4       ,3,2,2,5,3,3,3,I hope to gain greater insight into the various tools I can use to more efficiently and effective manage and/or analyze data.  ,1
1,1,6,,R&S ADD,4 ,Currently building applications that aid staff in research.,3,3,6,"   4      javascript libraries D3, Datatables",4,3,3,4,4,4,,a better understanding of how data is used and manipulated at the board.,1
1,1,6,,Research & Statistics,6 ,Research in consumer finance,2,3,6, 2 4      SAS,1,4,4,4,5,5,4,,1
1,2,6,,, Data Analysis,1. Metadata  2. Taxonomy  3. Visualization  4. Facilitating Search and Discovery  ,3,1,6, 2 4       ,2,2,2,4,5,5,3,Data cleaning  Easy means to perform statistical analysis,1
1,1,6,,Information Technology - FInancial Statistics,14 ,I focus on analytics as part of my job. Statistical research on the exploratory level. At times utilizing that information for explanatory analysis. ,3,1,4, 2 4       ,1,3,3,5,4,4,5,"Just to become a more receptive analyst, and understand how to recognize trends through my functions and understanding of the data.   ",1
1,1,0,Technology Analyst,Application Design & Development at Research & Statistics divission,16 ,"I research, design and develop web applications and processes that support the work of economists and staff at the Federal Reserve Board",3,1,2, 2         ,4,0,0,5,4,3,3,"Advanced Excel, some R",1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,International Finance,6 ,Working with big data sets regarding international capital flows. ,4,1,6," 2        FAME, Stata",1,3,3,1,3,3,3,Tools for better working with and managing big data sets.,1
1,1,6,,,  ,,3,1,6, 2 4       ,4,4,4,4,4,4,4,,1
1,1,6,,International Finance,6 ,I help manage and analyze data on international capital flows. ,4,1,5," 2  5     FAME, Stata",2,0,0,5,4,4,4,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,6,,Research and Statistics,16 ,,4,1,6, 2      9 FAME,,3,3,5,4,3,3,I'd like to learn about new ways to do things and new tools/software to use.,1
1,1,6,,,6 ,"Data management, integration and dissemination",2,1,2, 2      9 FAME,4,3,3,5,5,4,3,,1
1,1,6,,Research and Statistics,4 ,Technology Analyst assisting economist and research assistants working on short-term funding market research projects.,2,1,6," 2 4567 9 Perl, FAME, Stata, SAS",4,3,3,4,4,5,1,Basic functional knowledge of a few programming languages for data analysis,1
1,1,6,,Macroeconomic forecasting,6 ,"My section produces and maintains multiple models which forecast GDP, unemployment and GDP/unemployment slack models.",3,2,6, 2 45 7 9  ,4,4,4,5,5,5,3,I'd like to hone my data analysis skills in order to become a more efficient analyst.,1
1,1,6,,Research and Statistics,6 ,Analyze short-term markets. ,1,1,6,   45   9  ,1,3,3,4,4,4,3,,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,4,,"Community medicine, UiT",14 ,Good in R-programming,1,1,5,"    5     SAS, STATA, SPSS",3,4,4,4,4,4,3,To use better method to generating data and analysing other method to do it more effectiveness. ,2
1,1,2,,NHM,9 ,"I am interested by the evolution of lichen and plants.   - With the lichens, I am dealing with complex metagenomes, and meta-assembly.  - With the plant, I am interested in the development of nuclear markers for plant phylogenomics and biogeogrphy. ",1,3,,           ,,,,,,,,,
1,1,2,,Cognitive Neuroscience,2 ,"I study cognitive neuroscience, essentially the study of the brain, processes, as well as cognitions that arise in every day life as well as through experiments. ",3,1,4, 2 4 67    ,2,2,2,5,5,4,4,"To better my abilities, gain helpful tips, as well as to gain more confidence in my ability to analyze data.",2
1,2,6,,Medical Genetics ,9 ,"Genome variation in rare, neurodevelopmental disorders ",4,1,3, 2 4    9  ,1,2,3,4,3,4,5,,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,  ,,,,,           ,,,,,,,,,2
1,1,3,,Chemistry, Computational medicinal chemistry,Computational medicinal chemistry for computational drug design and modeling,3,2,3, 2         ,3,3,3,3,3,3,3,,1
2,1,6,,Biological Sciences,9 ,I work in animal behaviour with parasite data and microbiome analysis. Previously I worked in animal communication. I also assist people with general R and statistical questions as part of my lab manager job.,3,3,6, 2    7   PostgreSQL,1,4,3,4,4,4,2,,1
2,1,2,,Computer Sic.,4 ,Redundancy elimination in Wireless Networking,1,3,6, 2    7    ,4,3,3,5,5,5,5,,1
1,1,3,,Physics,12 ,Galactic archaeology in astronomy,1,1,6, 2   6  9  ,1,3,3,5,5,5,3,,1
1,1,2,,Psychology,14 ,,3,2,6, 2    7    ,3,2,2,5,5,5,5,Looking for an introduction to database languages.,1
1,1,2,,Biology,9 ,Comparison of genomes/genotypes across locations; microbiome and parasite loads detectable in primate fecal samples,3,3,6, 2   67    ,1,1,3,5,5,3,3,"Better data management skills, including directory structure, backup strategies, space management.",1
1,1,2,,sociology,  ,,3,3,1, 2        Stata,1,2,2,4,3,3,3,,1
1,1,5,,Data Optimization, Mathematics,My company helps cities move storm water through sewer systems in order to reduce overflow to rivers.,3,2,2, 2 4  7    ,3,3,2,5,5,4,4,Basics of analyzing data with R and SQL.,1
1,1,2,,Chemistry and Biochemistry, Biochemistry,"Rare codons in a protein sequence occur in clusters.  We want to know whether these ""clusters"" are conserved across different species, because if conserved, the rare codon clusters may have a significant biological function in protein biogenesis.",1,2,1, 2         ,4,1,1,5,5,5,3,"Since I have absolutely no background in programming/data management, simply being introduced to the types of tools available for my research, and what these tools are capable of and used for, is already a great start for me!",1
1,2,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,,8 ,"I currently conduct research in land reform, education and judicial reform ",3,2,1, 2        Stata,2,2,3,5,5,5,3,"I want to get the basics on how to manage data, generate reliable analysis using R ",1
1,1,6,,Biology, Ecology,Stream ecology.  Nutrient chemistry.  Linking agricultural management to water quality.,1,2,1, 2         ,1,4,2,5,4,4,3,"I would like to get sufficient, basic understanding of R to be able to do web searches to determine appropriate code for analyses.  I would like to get some code for basic analyses (e.g. ANOVA & summary statistics) & how to use filters to so that I don't have to manually separate my data into multiple files when I change groupings for analyses.",1
1,1,2,,Biology,9 ,"I aim to find the neurobiological and genetic bases of the olfactory preference in the apple maggot fly, which is leading to evolutionary divergence of one continuous population into two host fruit-associated races.",3,3,4, 2    7    ,1,3,3,5,4,4,2,,1
1,1,3,,Chemistry , Chemistry Education,Research aims to quantify the impact that different types of comments/feedback provided during the peer review process have on student gains of conceptual learning.,3,2,1, 2         ,2,0,0,5,5,4,4,How to organize data into a readable and usable fashion that allows for information extraction and to use programming to effectively extract such information in a manner that allows for detailed analyses.,1
1,2,4,,,12 ,,,,,           ,,,,,,,,,
1,2,6,,Mendoza College of Business, Finance,Research Data Analyst,3,3,6, 2   6789  ,1,4,4,5,5,5,5,Advanced data analysis skills,1
1,1,4,,,9 ,Cancer genomics research and assay development for molecular pathology. ,3,1,5,12   67    ,1,3,2,5,5,5,5,how to clean up untidy data and make them ready for analysis with R packages,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,5,,Environmental Science,10 ,"We study the physical, chemical, and biological factors in freshwater ecosystems: limnology. I am interested in cyanobacteria correlations with micro and macro nutrient levels in lake water. ",3,1,2, 2         ,2,2,2,4,5,5,3,How to properly organize and query data,1
2,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Library Science," library useability, link rot / citation drift, and services to people with disabilities",I'm currently researching the diverse hiring practices of libraries,3,2,2,      7    ,4,0,0,5,5,4,3,my current understanding of data analysis is cursory; I want to become a more knowledgeable beginner.,1
2,1,2,,Energy and resources group, energy modeling,"Interdisciplinary work mixing economics, engineering and computer science to develop planning models to optimize the long-term expansion of the energy mix ",3,1,4, 2 4       ,1,2,2,5,5,4,3,Learn more about how to use R (for data management and visualization) and SQL,1
2,1,2,,Geology,5 ,Vertebrate paleontology,3,1,,           ,,,,,,,,,
2,1,2,,Geological Sciences,5 ,,3,1,5, 2    7    ,,4,4,5,5,5,5,"better data management, and SQL",1
1,1,3,,Berkeley Energy and Climate Institute,7 ,"Field of work is related to modeling the electrical grid, electricity demand and generators supplying electricity in order to minimize overall costs. ",1,1,1, 2   6     ,3,1,1,4,5,4,3,I hope I'm able to learn database management strategies and analyze data in an efficient manner.,1
1,1,1,,Dep. Geological Sciences,10 ,I am identifying the squirrels of the mid-Miocene Cave Basin site (OR) and testing the ability of fossil sciurids to reflect their habitat.,1,1,3, 2    7 9  ,3,2,2,5,4,3,4,How to better manage my data and strategies for organizing up my data up-front so I have less management to do down-the-line. ,1
1,1,6,,,  ,,3,2,,           ,,,,,,,,,
1,1,2,,Vertebrate Paleontology,9 ,,3,1,5, 2         ,3,0,0,5,5,5,3,,1
1,1,2,,Integrative Biology, Environmental Science,I am interested in testing questions about the ecology of extinct large mammals using living large mammals.,3,1,3, 2         ,,2,2,5,4,4,3,"I hope most to learn how to effectively name, organize,  share, and archive my data, metadata, and other research-related files.",1
1,1,3,,Energy and Resources Group,7 ,I am working to extend an investment planning tool for the increased integration of renewable energy onto the US electrical grid.,3,3,6,   4 6     ,3,0,0,5,4,4,3,I hope to have a better understanding of data management and free tools that are available.,1
1,1,1,,Integrated Biology,9 ,Work for the UCMP under Erica Clites.  Help with whatever needed of me.,1,3,2, 2         ,4,3,3,5,4,4,3,better understanding of how to utilize programming in context of research,1
1,1,6,,Essig Museum,9 ,"Biogeography and systematics of Pacific Islands arthropods, using molecular phylogenics, morphology, and ecology. I also glean literature records for meta analyses and syntheses of taxa.",3,1,5,12    7 9  ,2,4,4,5,4,4,4,Get a better intuitive understanding of general R and Python scripting and tools. Find ways to improve my current scripts.,1
1,1,1,,,5 ,,1,1,5, 2    7 9  ,3,3,3,4,4,4,4,I want to use R to clean my datasets so I am less likely to make mistakes and easily clean additional datasets in the future,1
1,1,2,,Geological Sciences,10 ,I use statistical methods and the fossil record to answer biological questions. I have focused on phylogenetic methods and ecological questions. My current research focuses on understanding the processes which underlie mammal community recovery to volcanic eruptions.,3,1,5, 2  5 7   Specify 6 (Database),1,3,4,4,5,5,4,"I'm hoping to learn a few ways to create more efficient code. I also want to become more proficient at using SQL. I have never used OpenRefine before, so I am hoping to learn the basics of that program.",1
1,1,1,,Geological Sciences,10 ,I am researching influences on mammal diversity changes throughout the US. ,3,1,3, 2         ,1,2,2,5,5,5,5,"I hope to come away with a set of skills that I can implement in graduate school, as well as an understanding of what skills I need to work on and how to accomplish that. ",1
1,,,,,  ,,,,,           ,,,,,,,,,
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Integrative Biology, Marine Ecology,"I am studying the seasonal variation in green tide forming algae in San Francisco Bay by tracking adults, recruitment and reproductive propagules.  I'm interested in testing the relative importance of seasonal changes in environmental factors (temperature, salinity, irradiance as PAR, nutrients and daylength) and herbivory in successful recruitment of these algae.",1,3,4, 2    7    ,1,2,2,5,5,5,3,"A more time efficient way to go from data entry, checking for errors and then prepping for statistical analysis and figure generating in R. minimizing accidental changes in the original data once it has been checked for errors.",1
