"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"1865","5/27/16 12:56","5/27/16 12:59","I am taking this survey before coming to the workshop","Yes","Post-doc","","Institute of Experimental Immunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Unsatisfied","Agree","Agree","Agree","Agree","I only hope to learn how to use R in a very basic level","No","","No Answer",NA,"No Answer","","2016"
"1866","5/27/16 12:49","5/27/16 12:59","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Agree","Neutral","Neutral","How to use R to extract the data from excel sheets and make nice graphs for publications.



How to use R to run scripts and make some modifications to those scripts to analyze FACS/ CyTOF data.

","No","","No Answer",NA,"No Answer","","2016"
"1867","5/27/16 3:33","5/27/16 3:37","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Electrical Engineering","Computer Science","","Apple OS","Not sure","Monthly","Excel or other spreadsheet program","Python","MATLAB","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Satisfied","Agree","Agree","Agree","Neutral","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2016"
"1868","5/26/16 18:36","5/26/16 20:18","I am taking this survey before coming to the workshop","Yes","Undergraduate Student","","Biology Department, Industrial Microbiology major","Life Science ","","Windows","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Very unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I hope I can gain knowledge about using R and lose the fear I have about analyzing data.","No","","No Answer",NA,"No Answer","","2016"
"1869","5/26/16 18:40","5/26/16 18:43","I am taking this survey before coming to the workshop","Yes","Faculty","","Professional practice","Other","Education","Apple OS","No","Less than once a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Very unsatisfied","Very unsatisfied","Strongly agree","Neutral","Neutral","Neutral","","Yes","35-44","Male",NA,"White / Caucasian","","2016"
"1870","5/26/16 17:11","5/26/16 18:12","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Sociology","Humanities","","Windows","Yes","","","","","","","","","","","","","","","","","Yes","","No Answer",NA,"No Answer","","2016"
"1871","5/26/16 16:42","5/26/16 16:51","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Dept. of Forest and Wildlife Ecology","Life Science ","","Apple OS","Not sure","Weekly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","R","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Unsatisfied","Agree","Strongly agree","Strongly agree","Neutral","I'm proficient in R, but it always helps to learn more, particularly when it comes to managing data within R. I also have several Access databases that I'm just beginning to explore and want to extract this data as efficiently as possible.","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1872","5/26/16 16:23","5/27/16 10:10","I am taking this survey before coming to the workshop","Yes","Faculty","","Exp Immunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly disagree","Neutral","Neutral","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1873","5/26/16 14:16","5/26/16 14:20","I am taking this survey before coming to the workshop","Yes","Staff","","Paleontology-Natural History Museum","Earth Sciences ","","Apple OS","Not sure","Daily","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Neutral","I hope to be better able to manage broad-scale changes to my data","Yes","35-44","Female",NA,"Prefer not to say","","2016"
"1874","5/26/16 14:11","5/26/16 14:12","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1875","5/26/16 12:47","5/26/16 12:51","I am taking this survey before coming to the workshop","No","Graduate Student","","Journalism and Mass Communication","Other","Social Science","Apple OS","No","Weekly","Excel or other spreadsheet program","R","Python","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Satisfied","Agree","Strongly agree","Strongly agree","Neutral","","Yes","35-44","Male",NA,"Asian / Pacific Islander","","2016"
"1876","5/26/16 12:01","5/26/16 12:04","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff","","NIMHD","Public Health","","Windows","No","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Agree","Agree","Agree","Neutral","","Yes","45-54","Male",NA,"Asian / Pacific Islander","","2016"
"1877","5/26/16 9:42","5/26/16 9:52","I am taking this survey before coming to the workshop","No","Staff","","Primarily Engineering","Other","Library Sciences","Windows","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Strongly agree","Strongly agree","Neutral","Neutral","Refresh on the basic skills for handling and organizing data upon ingest ","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1878","5/26/16 9:10","5/26/16 9:13","I am taking this survey before coming to the workshop","Yes","Staff","","Ecology","Administration","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","","","","","","","","Yes","55-64","Male",NA,"No Answer","","2016"
"1879","5/26/16 9:09","5/26/16 9:12","I am taking this survey before coming to the workshop","Yes","Staff","","Ecology","Life Science ","","Windows","Yes","Several times a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Unsatisfied","Strongly agree","Agree","Agree","Neutral","programming","Yes","55-64","Male",NA,"White / Caucasian","","2016"
"1880","5/26/16 9:07","5/26/16 9:10","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff","","Marsh Ecology","Life Science ","","Windows","Yes","","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Agree","Neutral","Neutral","learn R","Yes","35-44","Male",NA,"White / Caucasian","","2016"
"1881","5/26/16 9:06","5/26/16 9:10","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff","","ESA","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Agree","Agree","Neutral","Neutral","Basic R funtions","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1882","5/26/16 9:04","5/26/16 9:06","I am taking this survey before coming to the workshop","Yes","Staff","","Everglades Systems Assessment","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly disagree","","Strongly disagree","Neutral","","Yes","35-44","Male",NA,"Prefer not to say","","2016"
"1883","5/26/16 9:04","5/26/16 9:10","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff",""," ","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Agree","Learning more current versions and capabilities of R.  Used it previously 6+ years ago.","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1884","5/26/16 9:03","5/26/16 9:08","I am taking this survey before coming to the workshop","Yes","Staff","","Applied Sciences","Life Science ","","Windows","Yes","Less than once a year","","","","","","","","I am working on generating data","Satisfied","Satisfied","Agree","Agree","Agree","Agree","BEING ABLE TO USE R","Yes","45-54","Male",NA,"Hispanic or Latino","","2016"
"1885","5/26/16 9:02","5/26/16 9:06","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Other","Government Researcher","Everglades Systems Assessment","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Satisfied","Satisfied","Strongly agree","Agree","Neutral","Neutral","Become aware and educated on the capabilities of using R.","Yes","55-64","Male",NA,"White / Caucasian","","2016"
"1886","5/26/16 9:02","5/26/16 9:05","I am taking this survey before coming to the workshop","Yes","Other","Research Scientist","Everglades Systems Assessment","Life Science ","","Windows","Yes","Several times a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Agree","Agree","Agree","","Yes","45-54","Male",NA,"White / Caucasian","","2016"
"1887","5/26/16 9:00","5/26/16 9:07","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff","","Everglades Systems Assessment","Earth Sciences ","","Windows","Yes","Monthly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Agree","Agree","Agree","Learn how to use R","Yes","55-64","Male",NA,"White / Caucasian","","2016"
"1888","5/26/16 8:56","5/26/16 9:01","I am taking this survey before coming to the workshop","Yes","Staff","","Everglades Research","Life Science ","","Windows","Yes","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Very satisfied","Very satisfied","Strongly agree","Strongly agree","Agree","Agree","How to use and program in R","Yes","45-54","Female",NA,"White / Caucasian","","2016"
"1889","5/26/16 8:52","5/26/16 8:58","I am taking this survey before coming to the workshop","Yes","Staff","","Geriatrics and Clinical Gerontology","Other","Health Sciences","Windows","No","Less than once a year","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","SQL","R","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Agree","Agree","over view of tools and techniques.","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1890","5/26/16 8:50","5/26/16 8:54","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Post-doc",""," ","Life Science ","","Windows","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","","Strongly agree","Strongly agree","Agree","Agree","I have no experience with R so I would like to learn the basics. I expect to use it in the future and further develop these skills.","Yes","25-34","Female",NA,"White / Caucasian","","2016"
"1891","5/26/16 8:50","5/26/16 9:01","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Staff","","Everglades Systems Assessment","Life Science ","","Apple OS","Yes","Daily","MATLAB","","","","","","","I have data but haven't started analyzing it","Satisfied","Very satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","general scripting formats for R","Yes","35-44","Female",NA,"Other","Asian/White","2016"
"1892","5/26/16 4:14","5/26/16 4:18","I am taking this survey before coming to the workshop","Yes","Post-doc","","Institute of Experimental Immunology","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Not sure","Not sure","Agree","Agree","Agree","Agree","Learn how to use R to organize and analyze data. ","No","","No Answer",NA,"No Answer","","2016"
"1893","5/25/16 17:34","5/25/16 17:38","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Life Science ","","Windows","Yes","Weekly","R","MATLAB","","","","","","I have data and done a fair bit of analysis","","Neutral","Neutral","Strongly agree","Agree","Disagree","I hope to learn how to deal with .fcs file in order to be able to analyse in R my high-dimensional data in a meaningful manner.","No","","No Answer",NA,"No Answer","","2016"
"1894","5/25/16 17:06","5/25/16 17:12","I am taking this survey before coming to the workshop","Yes","Staff","","Medical Subject Headings","Other","Medicine","Windows","Yes","Several times a year","SQL","R","","","","","","I do not have data yet","Neutral","Neutral","Agree","Agree","Strongly agree","Strongly agree","MOre exposure to R, Python, shell scripting","Yes","45-54","Male",NA,"White / Caucasian","","2016"
"1895","5/25/16 16:41","5/25/16 16:45","I am taking this survey before coming to the workshop","Yes","Staff","","Office of Extramural Research","Administration","","Windows","Not sure","Weekly","Excel or other spreadsheet program","SQL","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Neutral","Neutral","Agree","","Yes","55-64","Male",NA,"White / Caucasian","","2016"
"1896","5/25/16 14:58","5/25/16 15:04","I am taking this survey before coming to the workshop","Yes","Staff","","Infrastructure","Life Science ","","Windows","Yes","Weekly","R","MATLAB","","","","","","I have data and done a fair bit of analysis","Satisfied","Satisfied","Strongly agree","Agree","Agree","Neutral","Get a better understanding of what is possible when analyzing flow cytometry data with R.","No","","No Answer",NA,"No Answer","","2016"
"1897","5/25/16 14:54","5/25/16 14:59","I am taking this survey before coming to the workshop","Yes","Staff","","Biochemistry","Life Science ","","Windows","No","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I am working on generating data","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Neutral","How to structure my data analysis after compiling data.","Yes","18-24","Male",NA,"White / Caucasian","","2016"
"1898","5/25/16 12:06","5/25/16 12:11","I am taking this survey before coming to the workshop","Yes","Faculty","","Health Care Policy and Research","Public Health","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Strongly agree","Neutral","Neutral","Introduction to programming languages used in data management. Overview of data analysis. ","Yes","35-44","Female",NA,"Black or African American","","2016"
"1899","5/25/16 10:42","5/25/16 10:47","I am taking this survey before coming to the workshop","Yes","Undergraduate Student","","Animal Science","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Agree","Agree","Neutral","I do not know anything about data analysis programs, so I hope to learn the basics, at least.","Yes","18-24","Female",NA,"Hispanic or Latino","","2016"
"1900","5/25/16 10:13","5/25/16 10:18","I am taking this survey before coming to the workshop","Yes","Undergraduate Student","","Experimental Immunology","Neuroscience","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Neutral","Neutral","Neutral","","Yes","18-24","Female",NA,"White / Caucasian","","2016"
"1901","5/25/16 8:08","5/25/16 8:10","I am taking this survey before coming to the workshop","Yes","Staff","","US National Library of Medicine","Other","Library Sciences","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly disagree","Strongly disagree","Strongly disagree","Neutral","Foundational knowledge on data cleaning and R.","Yes","45-54","Female",NA,"White / Caucasian","","2016"
"1902","5/25/16 7:33","5/25/16 7:38","I am taking this survey before coming to the workshop","Yes","Post-doc","","Exp Immunology","Life Science ","","Apple OS","Yes","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Neutral","Neutral","Agree","Neutral","Neutral","More skills in data analysis of high-throughput data ","No","","No Answer",NA,"No Answer","","2016"
"1903","5/25/16 7:14","5/25/16 7:17","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","Apple OS","Yes","Less than once a year","","","","","","","","I am working on generating data","Satisfied","Satisfied","Strongly agree","Agree","Neutral","Neutral","improving data analysis ","No","","No Answer",NA,"No Answer","","2016"
"1904","5/25/16 6:40","5/25/16 6:45","I am taking this survey before coming to the workshop","No","Graduate Student","","Experimental Immunology","Life Science ","","Windows","Yes","Less than once a year","","","","","","","","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1905","5/25/16 6:40","5/25/16 6:44","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Satisfied","Neutral","Strongly agree","Agree","Agree","Agree","To know how to analyse my data by using R","No","","No Answer",NA,"No Answer","","2016"
"1906","5/25/16 6:30","5/25/16 6:36","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Neuroscience","","Windows","Yes","Less than once a year","","","","","","","","I have data and done a fair bit of analysis","Neutral","Very satisfied","Strongly agree","Agree","Strongly agree","Agree","using R confidentially for doing high-dimensional analysis","No","","No Answer",NA,"No Answer","","2016"
"1907","5/25/16 6:27","5/25/16 6:31","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Agree","Agree","Agree","Neutral","using R to generate plots","No","","No Answer",NA,"No Answer","","2016"
"1908","5/25/16 6:27","5/25/16 6:32","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Immunology","Life Science ","","Apple OS","Yes","Several times a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Satisfied","Agree","Strongly agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1909","5/25/16 5:41","5/25/16 5:44","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Neuroimmunology","Life Science ","","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Agree","Neutral","Agree","Learn and improve data management ","No","","No Answer",NA,"No Answer","","2016"
"1910","5/25/16 5:31","5/25/16 5:39","I am taking this survey before coming to the workshop","Yes","Post-doc","","Experimental Immunology","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Unsatisfied","Strongly agree","Agree","Neutral","Neutral","To be confident with my way of analysing and interpreting data","No","","No Answer",NA,"No Answer","","2016"
"1911","5/25/16 5:32","5/25/16 5:38","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Life Science ","","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Satisfied","Neutral","Agree","Agree","Neutral","Neutral","I am looking forward to learning basic methods for flow cytometry and gene expression data analysis in R","No","","No Answer",NA,"No Answer","","2016"
"1912","5/25/16 5:30","5/25/16 5:37","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Immunology","Life Science ","","Windows","Yes","Several times a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Very unsatisfied","Very unsatisfied","Agree","Strongly agree","Agree","Agree","Data visualisation","No","","No Answer",NA,"No Answer","","2016"
"1913","5/24/16 16:20","5/24/16 16:26","I am taking this survey before coming to the workshop","Yes","Other","Fellow","National Cancer Institute, Center for Global Health","Public Health","","Windows","Not sure","Weekly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Agree","Neutral","Agree","Introduction and elementary (or more) usage of R","Yes","18-24","Female",NA,"White / Caucasian","","2016"
"1914","5/24/16 11:21","5/24/16 11:31","I am taking this survey before coming to the workshop","Yes","Staff","","Systems","Tech Support","","Windows","Yes","Several times a year","Excel or other spreadsheet program","SQL","","","","","Excel or other spreadsheet program","I do not have data yet","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","How to use SQL and improve Excel skills","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1915","5/23/16 15:57","5/23/16 16:03","I am taking this survey before coming to the workshop","Yes","Staff","","Haematology","Public Health","","Windows","No","Monthly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Neutral","Neutral","Neutral","","Yes","65-74","Female",NA,"White / Caucasian","","2016"
"1916","5/23/16 15:19","5/23/16 15:20","I am taking this survey before coming to the workshop","Yes","Faculty","","Library","No Answer","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Agree","Neutral","Neutral","","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1917","5/23/16 15:16","5/23/16 15:17","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1918","5/23/16 14:52","5/23/16 14:58","I am taking this survey before coming to the workshop","Yes","Staff",""," ","Administration","","Windows","No","Weekly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","R","Python","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly disagree","Strongly disagree","Disagree","Neutral","A general survey of analysis techniques that I can relay to researchers at my institution.","Yes","35-44","Male",NA,"White / Caucasian","","2016"
"1919","5/23/16 14:23","5/23/16 14:37","I am taking this survey before coming to the workshop","Yes","Staff","","Theraputics","Life Science ","","Windows","Not sure","Monthly","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Satisfied","Satisfied","Agree","Agree","Agree","Agree","Rapid and easy ways to do data search, data analysis and data plot.","Yes","25-34","Male",NA,"Prefer not to say","","2016"
"1920","5/23/16 7:50","5/23/16 7:55","I am taking this survey before coming to the workshop","Yes","Staff","","Center for Scientific Review","Neuroscience","","Windows","No","Monthly","Excel or other spreadsheet program","FileMaker Pro or Microsoft Access","","","","","Excel or other spreadsheet program","I am working on generating data","Very unsatisfied","Very unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","I would like to get comfortable with analyzing datasets from Excel and Access and get comfortable with starting to program in R.","Yes","55-64","Female",NA,"White / Caucasian","","2016"
"1921","5/22/16 16:10","5/22/16 16:12","I am taking this survey before coming to the workshop","Yes","Post-doc",""," ","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Agree","Strongly agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1922","5/21/16 15:56","5/21/16 15:58","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Immunology","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Neutral","","No","","No Answer",NA,"No Answer","","2016"
"1923","5/21/16 8:42","5/21/16 8:44","I am taking this survey before coming to the workshop","Yes","Faculty",""," ","Medicine","","Windows","No","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1924","5/20/16 12:44","5/20/16 14:05","I am taking this survey before coming to the workshop","Yes","Staff","","Center for Global Health","Administration","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Not sure","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","more efficient ways to interrogate the data so that it can better inform our decisions","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1925","5/20/16 12:26","5/20/16 12:34","I am taking this survey before coming to the workshop","Yes","Staff","","Tox21, NCATS, NIH","Life Science ","","Not sure","Not sure","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Agree","Neutral","Neutral","Neutral","","Yes","35-44","Female",NA,"Asian / Pacific Islander","","2016"
"1926","5/20/16 12:23","5/20/16 12:31","I am taking this survey before coming to the workshop","Yes","Other","program director","Developmental Biology ","Life Science ","","Apple OS","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Strongly agree","Strongly agree","Agree","Strongly agree","Hope to become comfortable doing analysis in R/Python on a regular basis.","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1927","5/20/16 12:13","5/20/16 12:20","I am taking this survey before coming to the workshop","Yes","Staff","","Developmental Biology ","Administration","","Windows","Not sure","Several times a year","Excel or other spreadsheet program","SQL","","","","","Excel or other spreadsheet program","I do not have data yet","Neutral","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Creating reproducible data flows and pipelines for analysis; handling large data sets; manipulating and analyzing large data sets efficiently","Yes","45-54","Male",NA,"White / Caucasian","","2016"
"1928","5/20/16 12:11","5/20/16 12:25","I am taking this survey before coming to the workshop","Yes","Staff","","Feed and Food Safety","Life Science ","","Windows","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Agree","Neutral","Neutral","How I can use this R and Python program to help me generate and answer important questions about gene expression differences from Real-Time PCR and RNAseq data files.","Yes","55-64","Male",NA,"White / Caucasian","","2016"
"1929","5/19/16 17:44","5/19/16 17:59","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Life Science ","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Neutral","Neutral","Strongly agree","Neutral","Neutral","Neutral","Efficiently manage and analyze data","No","","No Answer",NA,"No Answer","","2016"
"1930","5/19/16 16:03","5/19/16 16:05","I am taking this survey before coming to the workshop","Yes","Post-doc","","LCDB NIDDK","Life Science ","","Windows","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Satisfied","Not sure","Agree","Agree","Neutral","Neutral","Baseline coding and biostats competency to use in both science and other careers","Yes","25-34","Male",NA,"White / Caucasian","","2016"
"1931","5/19/16 11:24","5/19/16 11:26","I am taking this survey before coming to the workshop","Yes","Staff","","Library","Medicine","","Not sure","Yes","I have never programmed","","","","","","","","I do not have data yet","Not applicable","Not applicable","Strongly agree","Neutral","Neutral","Neutral","","Yes","35-44","Female",NA,"White / Caucasian","","2016"
"1932","5/19/16 7:47","5/19/16 7:55","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Experimental Immunology","Other","Life Sciences","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Strongly agree","Agree","Agree","","No","","No Answer",NA,"No Answer","","2016"
"1933","5/19/16 5:39","5/19/16 5:45","I am taking this survey before coming to the workshop","","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2016"
"1934","5/18/16 17:18","5/18/16 17:20","I am taking this survey before coming to the workshop","Yes","Faculty","","School of Library and Information Studies","Other","Library Sciences","Apple OS","Not sure","Several times a year","Excel or other spreadsheet program","R","Python","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Very satisfied","Not sure","Strongly agree","Strongly agree","Strongly agree","Strongly agree","","No","","No Answer",NA,"No Answer","","2016"
"1935","5/18/16 17:08","5/18/16 17:11","I am taking this survey before coming to the workshop","Yes","Post-doc","","Ecology","Life Science ","","Windows","No","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I do not have data yet","Not applicable","Not applicable","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Workflow for analysing RADseq data. ","No","","No Answer",NA,"No Answer","","2016"
