When-Taking-Survey,Information,Atmosphere,Skills,Material,Recommend,Worth,Pace,Balance,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Communicators,Instructors-Enthusiastic,Helpers-Clear-Answers,Helpers-Considerate,Helpers-Communicators,Helpers-Enthusiastic,Enough-Helpers,New-Information,Unix-Shell-Pre,Unix-Shell-Perception,Git-Pre,Git-Perception,Python-Pre,Python-Perception,R-Pre,R-Perception,SQL-Pre,SQL-Perception,Unix-Shell-Knowledge-Increase,Unix-Shell-Intimidating,Git-Knowledge-Increase,Git-Intimidating,Python-Knowledge-Increase,Python-Intimidating,R-Knowledge-Increase,R-Intimidating,SQL-Knowledge-Increase,SQL-Intimidating,After-Unix-Shell-Motivation,After-Git-Motivation,After-Python-Motivation,After-R-Motivation,After-SQL-Motivation,Pipes-Before-Workshop,Pipes-After-Workshop,Loops-Before-Workshop,Loops-After-Workshop,Git-Repo-Before-Workshop,Git-Repo-After-Workshop,Function-Before-Workshop,Function-After-Workshop,Import-Library-Before-Workshop,Import-Library-After-Workshop,Unit-Test-Before-Workshop,Unit-Test-After-Workshop,SQL-Query-Before-Workshop,SQL-Query-After-Workshop,Status,Status-Other,Research-Domain,Gender,Above-18,Workshop-in-US,Likely-to-Recommend
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,All of the time,All of the time,All of the time,Yes,About half of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,No change in motivation,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,Graduate Student,," Civil, mechanical, chemical, or nuclear engineering              ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Disagree,Agree,Agree,Slightly slow,Slightly too much lecture,Often,All of the time,All of the time,Often,Often,All of the time,All of the time,Often,Yes,About half of it,Some knowledge of topic,Not very intimidating,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Some knowledge of topic,Not very intimidating,Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,Yes,Confidence increased slightly,Maybe,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,Yes,No change in confidence,Maybe,Confidence increased a bit,Maybe,N/A - Not covered at workshop,Other (please specify),Independent researcher (UW alum),"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)    Physics Planetary sciences (geology, climatology, oceanography, etc.)    ",Male,,Yes,7
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,All of the time,Often,All of the time,Yes,Most of it,,,,,,,,,,,,,,,,,,,,,,,,,,No,Confidence increased greatly,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased a bit,No,,,,Graduate Student,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,,,Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,,,,,More motivated,More motivated,More motivated,,,,,,,,Confidence increased slightly,,,,Confidence increased a bit,,Confidence increased a bit,,,Post-doctoral researcher,," Civil, mechanical, chemical, or nuclear engineering              ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),,All of the time,Often,All of the time,,All of the time,All of the time,All of the time,Yes,Most of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,,,,,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,No change - (Not less or more intimidating),,,,,More motivated,More motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased slightly,Yes,Confidence increased a bit,Maybe,Confidence increased a bit,Yes,Confidence increased slightly,Yes,No change in confidence,No,No change in confidence,,,Post-doctoral researcher,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Yes,About half of it,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not very intimidating,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Not very intimidating,Extensive knowledge of topic,Not at all intimidating,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,No change - (Not less or more intimidating),N/A - Not covered at this workshop,No change - (Not less or more intimidating),No change in motivation,No change in motivation,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,No,Confidence increased greatly,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Commercial software developer,,               Energy,Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,,All of the time,Often,All of the time,All of the time,All of the time,Yes,Most of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,N/A or No opinion,Some knowledge of topic,Slightly intimidating to me,,,,,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became much less intimating,,,,,More motivated,No change in motivation,Much more motivated,,,No,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased greatly,No,Confidence increased greatly,No,No change in confidence,,,Faculty,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)         ",Male,,Yes,8
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,Often,All of the time,Often,All of the time,Yes,About half of it,Some knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,No change - (Not less or more intimidating),N/A - Not covered at this workshop,,N/A - Not covered at this workshop,,More motivated,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,Maybe,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased a bit,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Research staff (including research programmer),,"     Life Sciences (Genetics, genomics, bioinformatics )          ",Female,,Yes,5
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Some of it,Some knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Not very intimidating,,,,,Knowledge increased a little,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,No change - (Not less or more intimidating),,,,,Much more motivated,Much more motivated,No change in motivation,,,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased slightly,,,,,Graduate Student,," Civil, mechanical, chemical, or nuclear engineering              ",Male,,Yes,7
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,Sometimes,Sometimes,All of the time,Yes,About half of it,,,Some knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Neither intimidating nor unintimidating,,,,,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became slightly more intimidating,,,,,,Much more motivated,Much more motivated,,,Yes,,Yes,,No,Confidence increased a bit,Yes,Confidence increased slightly,Yes,Confidence increased slightly,Yes,Confidence increased slightly,,,Post-doctoral researcher,,Chemistry          Physics     ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Slightly slow,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Often,Yes,None of it,Extensive knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,,,,,No increase in my knowledge,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),Knowledge increased slightly,No change - (Not less or more intimidating),,,,,No change in motivation,No change in motivation,No change in motivation,,,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Maybe,,Maybe,,Graduate Student,,"Chemistry Civil, mechanical, chemical, or nuclear engineering              ",Male,,Yes,5
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,All of the time,All of the time,Often,All of the time,Yes,Most of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,,,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a great deal,Became slightly more intimidating,Knowledge increased a great deal,Became much less intimating,,,,,No change in motivation,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased a bit,Yes,No change in confidence,Yes,Confidence increased greatly,No,Confidence increased greatly,No,N/A - Not covered at workshop,Graduate Student,," Civil, mechanical, chemical, or nuclear engineering              ",Female,,Yes,8
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,All of the time,Often,Often,Often,Often,Often,Often,Yes,All of it,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,,,,,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,,,,,More motivated,More motivated,More motivated,,,No,Confidence increased a bit,Maybe,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased slightly,,,Research staff (including research programmer),,               Public health,Male,,Yes,8
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not very intimidating,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a great deal,No change - (Not less or more intimidating),N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,No,N/A - Not covered at workshop,Faculty,,"      Life Science - Organismal/systems (ecology, botany, zoology, microbiology, neuroscience)  Mathematics/statistics       ",Male,,Yes,8
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),Often,All of the time,All of the time,Often,All of the time,All of the time,All of the time,Often,Yes,About half of it,Little or no knowledge of topic,Very intimidating to me,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,,,,,Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,,,,,More motivated,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,,,Post-doctoral researcher,,            Psychology   ,Male,,Yes,7
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Extensive knowledge of topic,Not very intimidating,Extensive knowledge of topic,Not at all intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,,,,,,,,Much more motivated,Much more motivated,Much more motivated,No change in motivation,No change in motivation,,,,,,,,,,,,,,,Support staff (including technical support),,               ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Extensive knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Not very intimidating,Some knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,No increase in my knowledge,No change - (Not less or more intimidating),No increase in my knowledge,No change - (Not less or more intimidating),More motivated,Much more motivated,Much more motivated,No change in motivation,No change in motivation,Yes,No change in confidence,Yes,No change in confidence,Maybe,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,Yes,N/A - Not covered at workshop,Support staff (including technical support),,             Social sciences  ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,No,All of it,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,Little or no knowledge of topic,Very intimidating to me,,Very intimidating to me,,Very intimidating to me,Knowledge increased a little,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,Knowledge increased slightly,Became slightly more intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased slightly,No,Confidence increased slightly,No,Confidence increased slightly,No,N/A - Not covered at workshop,Undergraduate Student,,          Physics     ,Male,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly fast,Slightly too much hands-on,Often,Often,Often,Often,All of the time,All of the time,All of the time,All of the time,Yes,All of it,,,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Not very intimidating,,,,,,,Knowledge increased a little,Became much less intimating,Knowledge increased a great deal,Became much less intimating,,,,,,Much more motivated,Much more motivated,,,,,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased greatly,,,,,Graduate Student,,  Economics/business             ,Female,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Some knowledge of topic,Not very intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Not very intimidating,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a little,Became slightly less intimidating,No increase in my knowledge,N/A - Not covered at this workshop,No increase in my knowledge,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,Yes,N/A - Not covered at workshop,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,No,No change in confidence,No,No change in confidence,No,No change in confidence,Undergraduate Student,,        Mathematics/statistics  Physics     ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,,Yes,Some of it,Extensive knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Knowledge increased a great deal,Became much more intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,No change in motivation,More motivated,More motivated,No change in motivation,No change in motivation,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,Other (please specify),Bankinig,  Economics/business             ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Agree,Agree,Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Some of it,Little or no knowledge of topic,Not very intimidating,Some knowledge of topic,Not at all intimidating,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Not very intimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became much less intimating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,Maybe,Confidence increased greatly,Yes,No change in confidence,Maybe,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased a bit,Yes,No change in confidence,No,N/A - Not covered at workshop,Graduate Student,,          Physics     ,Male,,Yes,9
"I have recently completed the workshop, and am taking it after I left the event",Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Slightly slow,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Little or no knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Slightly intimidating to me,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a great deal,Became much less intimating,Knowledge increased slightly,Became slightly less intimidating,Knowledge increased slightly,No change - (Not less or more intimidating),N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,No change in motivation,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,Maybe,Confidence increased a bit,No,No change in confidence,Yes,Confidence increased a bit,Yes,No change in confidence,Maybe,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Undergraduate Student,,          Physics     ,Male,,Yes,
"I have just completed the workshop, and am taking it at the event",Agree,Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Some knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Not very intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became much less intimating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became much less intimating,Much more motivated,Much more motivated,Much more motivated,More motivated,More motivated,No,Confidence increased a bit,No,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased a bit,No,Confidence increased a bit,Undergraduate Student,,          Physics     ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Some of it,Extensive knowledge of topic,,,,Extensive knowledge of topic,,,,,,Knowledge increased slightly,,,,Knowledge increased slightly,,,,,,,,,,,,,,,,,,,,,,,,,Graduate Student,,          Physics     ,Male,,Yes,9
"I have just completed the workshop, and am taking it at the event",Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Too fast,Balanced (lecture/hands-on),Often,Often,Often,Often,Often,Often,Often,Sometimes,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a great deal,Became much more intimidating,Knowledge increased a little,Became much more intimidating,Knowledge increased a great deal,Became much more intimidating,No increase in my knowledge,N/A - Not covered at this workshop,No increase in my knowledge,N/A - Not covered at this workshop,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,Confidence increased slightly,No,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased slightly,No,N/A - Not covered at workshop,Graduate Student,,          Physics     ,Female,,Yes,9
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,Often,Often,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Not very intimidating,Some knowledge of topic,Slightly intimidating to me,,,,,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became much less intimating,Knowledge increased a little,Became slightly less intimidating,,,,,Much more motivated,Much more motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased a bit,Yes,Confidence increased greatly,No,Confidence increased greatly,Yes,Confidence increased greatly,No,Confidence increased greatly,Maybe,Confidence increased slightly,,,Undergraduate Student,,          Physics     Astrophysics,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),All of the time,Often,Often,All of the time,All of the time,Often,Often,All of the time,Yes,Most of it,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Some knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not at all intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased a great deal,Became slightly less intimidating,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,No change in motivation,More motivated,Much more motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,No change in confidence,No,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased a bit,Yes,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Undergraduate Student,,          Physics     ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly fast,Balanced (lecture/hands-on),All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,All of the time,Yes,About half of it,Some knowledge of topic,Slightly intimidating to me,Little or no knowledge of topic,Not at all intimidating,Extensive knowledge of topic,Not very intimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Little or no knowledge of topic,Neither intimidating nor unintimidating,Knowledge increased a great deal,Became much less intimating,Knowledge increased a great deal,Became slightly less intimidating,Knowledge increased slightly,No change - (Not less or more intimidating),N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,N/A - Not covered at this workshop,Much more motivated,Much more motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,No,Confidence increased greatly,Yes,No change in confidence,Yes,Confidence increased greatly,Yes,No change in confidence,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,No,N/A - Not covered at workshop,Undergraduate Student,,        Mathematics/statistics  Physics     ,Male,,Yes,10
"I have just completed the workshop, and am taking it at the event",Agree,Strongly Agree,,Agree,Agree,Agree,Just right,Balanced (lecture/hands-on),Sometimes,All of the time,Sometimes,Often,Often,Often,Often,Often,Yes,About half of it,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Little or no knowledge of topic,N/A or No opinion,Some knowledge of topic,Not very intimidating,Little or no knowledge of topic,N/A or No opinion,Knowledge increased a little,No change - (Not less or more intimidating),Knowledge increased a little,Became slightly less intimidating,No increase in my knowledge,N/A - Not covered at this workshop,Knowledge increased slightly,No change - (Not less or more intimidating),No increase in my knowledge,N/A - Not covered at this workshop,More motivated,Much more motivated,N/A - Topic not covered,No change in motivation,N/A - Topic not covered,No,No change in confidence,No,N/A - Not covered at workshop,No,Confidence increased greatly,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,No,N/A - Not covered at workshop,Faculty,,             Social sciences  ,Female,,Yes,8
