When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US
"I have recently completed the workshop, and am taking it after I left the event",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Data Management,Other (please specify),librarian,Very involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Low,Somewhat higher,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",no,Library Science,Faculty,,Enthusiastically involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Librarian - social science & humanities,Other (please specify),Librarian,Very involved,Some practical knowledge,Neutral,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neutral,Neutral,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Most of the time,Most of the time,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,,Graduate student,,Enthusiastically involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biotechnology,Other (please specify),Industry - Research Associate,Enthusiastically involved,A great deal,Neutral,Strongly disagree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Agree,High,Somewhat higher,Strongly agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,,Sometimes,Always,Usually,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Staff,,Enthusiastically involved,A great deal,Strongly Agree,Disagree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,High,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biomedical,Other (please specify),librarian,Enthusiastically involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Low,Somewhat higher,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology epidemiology,Staff,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Neutral,High,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,no
"I have just completed the workshop, and am taking it at the event",yes,ecology and microbiology,Graduate student,,Very involved,A great deal,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Low,Higher,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,,Always,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,microbiology-bioinformatics,Graduate student,,Very involved,Some practical knowledge,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,,Most of the time,Always,Always,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Post-doc,,Very involved,Some practical knowledge,Disagree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Disagree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,,Most of the time,Always,Most of the time,Most of the time,no
"I have just completed the workshop, and am taking it at the event",yes,micro/molecularbiology,Graduate student,,Very involved,Some practical knowledge,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,,Usually,Always,Always,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Science,Staff,,Somewhat involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Epidemiology,Graduate student,,Enthusiastically involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Biology,Graduate student,,Very involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Neutral,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,,Neutral,Neutral,Agree,Agree,,Always,Always,Most of the time,Always,no
"I have just completed the workshop, and am taking it at the event",yes,Ecology,Graduate student,,Enthusiastically involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,no
"I have recently completed the workshop, and am taking it after I left the event",yes,librarianship,Faculty,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Agree,High,Somewhat higher,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",no,Library Science,Other (please specify),"Librarian, faculty member",Enthusiastically involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,Agree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Library Science,Faculty,,Very involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Neutral,Strongly Agree,Disagree,Low,Somewhat higher,Strongly agree,Neutral,Agree,Agree,Agree,Strongly agree,Agree,,Most of the time,Always,Always,Usually,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Social science - librarianship and data mangement,Faculty,,Somewhat involved,Some practical knowledge,Neutral,Agree,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Agree,Neutral,Agree,Neither high nor low,Somewhat higher,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Faculty,,Very involved,Some practical knowledge,Neutral,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Strongly Agree,Agree,Neither high nor low,Higher,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Library Science,Staff,,Enthusiastically involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neutral,NA/Not covered at this workshop,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,"Biology, information services",Faculty,,Very involved,Some practical knowledge,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Library Science,Faculty,,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,,Most of the time,Always,Most of the time,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",no,Information Science,Post-doc,,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Neither high nor low,Higher,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Information Science,Other (please specify),librarian,Enthusiastically involved,Some practical knowledge,Strongly Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Neutral,Agree,NA/Not covered at this workshop,High,Higher,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,,Usually,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Libraries,Staff,,Enthusiastically involved,A great deal,Neutral,Neutral,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,,Usually,Always,Usually,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Other (please specify),industry,Very involved,Some practical knowledge,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly disagree,Strongly Agree,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Usually,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular Biology,Staff,,Very involved,Some practical knowledge,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither high nor low,About the same,Agree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,,Sometimes,Usually,Usually,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Faculty,,Very involved,Some practical knowledge,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,,Usually,Most of the time,Usually,Usually,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular Biology,Undergraduate student,,Somewhat involved,None,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular and Microbiology,Other (please specify),Scientist,Very involved,Some practical knowledge,Agree,Agree,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Strongly Agree,Disagree,High,Somewhat higher,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,,Usually,Most of the time,Usually,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Other (please specify),Industry Sr. research associate,Very involved,Some practical knowledge,Agree,Disagree,Strongly Agree��,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Other (please specify),industry researcher,Very involved,Some practical knowledge,Agree,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Staff,,Very involved,Some practical knowledge,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,,Sometimes,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular Biology,Other (please specify),Research Associate,Somewhat involved,A great deal,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Low,Somewhat higher,Strongly agree,Agree,Agree,Agree,Neutral,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular Biology,Other (please specify),Scientist in industry,Very involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Staff,,Enthusiastically involved,A great deal,Agree,Strongly Agree,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree��,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Very high,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Staff,,Enthusiastically involved,Some practical knowledge,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly disagree,Agree,Agree,Low,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Molecular Biology,Other (please specify),Industry,Enthusiastically involved,Some practical knowledge,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Veterinary Medicine,Faculty,,Enthusiastically involved,A great deal,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Other (please specify),courtesy faculty,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Public Policy ,Graduate student,,Somewhat involved,A great deal,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Social Science,Graduate student,,Enthusiastically involved,A great deal,Neutral,Agree,Disagree,Agree,Agree,Agree,NA/Not covered at this workshop,Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,chemical engineering,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree��,Strongly Agree,Strongly Agree,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Post-doc,,Very involved,A great deal,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Low,Somewhat higher,Strongly agree,Agree,Agree,Neutral,Agree,Agree,Agree,,Most of the time,Most of the time,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Staff,,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,software engineering,Staff,,Somewhat involved,Some practical knowledge,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Plant Genetics,Other (please specify),Government scientist,Very involved,A great deal,Strongly Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Usually,Most of the time,Usually,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,microbiology/proteomics,Other (please specify),Microbiologist,Very involved,A great deal,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,Agree,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,bone biology,Post-doc,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,High,About the same,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,,Sometimes,Always,Sometimes,Sometimes,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,ramndom,,,,,,,,,,,,,,,,,,,Strongly agree,,,,,,,,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Other (please specify),career research assistant,Very involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,High,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Biological sciences molecular biology,Staff,,Very involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Low,Somewhat higher,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,,Usually,Usually,Most of the time,Most of the time,yes
"I have just completed the workshop, and am taking it at the event",yes,computational biology,Staff,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",no,RNA Biology,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Somewhat higher,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly disagree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Staff,,Enthusiastically involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Staff,,Very involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Genetics,Post-doc,,Enthusiastically involved,A great deal,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly Disagree,Strongly disagree,Strongly disagree,Strongly disagree,NA/Not covered at this workshop,Very low,Somewhat higher,Strongly agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Strongly agree,,Most of the time,Always,Most of the time,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Neuroscience,Graduate student,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Very low,Higher,Strongly agree,Agree,Neutral,Neutral,Agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Very involved,A great deal,Neutral,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Agree,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Very low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,,Usually,Most of the time,Usually,Usually,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Bioinformatics,Graduate student,,Enthusiastically involved,A great deal,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Genomics,Other (please specify),Research Assistant,Enthusiastically involved,Some practical knowledge,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NA/Not covered at this workshop,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Computer Science,Staff,,Very involved,Some practical knowledge,Neutral,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Neutral,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,,Always,Always,Always,Always,yes
"I have just completed the workshop, and am taking it at the event",yes,Information Technology,Staff,,Somewhat involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",no,Genetics,Staff,,Somewhat involved,A great deal,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Very low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Staff,,Very involved,Some practical knowledge,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Neutral,Neither high nor low,Somewhat higher,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Neutral,,Usually,Sometimes,Usually,Usually,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Somewhat involved,None,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Neutral,High,About the same,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,,Usually,Always,Most of the time,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Graduate student,,Very involved,Some practical knowledge,Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,,Usually,Usually,Most of the time,Usually,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Bioinformatics,Graduate student,,Enthusiastically involved,Some practical knowledge,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Cancer Research,Post-doc,,Very involved,A great deal,Strongly Disagree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Disagree,NA/Not covered at this workshop,Strongly disagree,NA/Not covered at this workshop,Strongly disagree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly disagree,,Most of the time,Always,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Neuroscience,Graduate student,,Enthusiastically involved,A great deal,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,,Staff,,Very involved,Some practical knowledge,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,High,Somewhat higher,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,,Most of the time,Most of the time,Most of the time,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,,Undergraduate student,,Very involved,Some practical knowledge,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,,Usually,Usually,Usually,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Economics,Staff,,Very involved,Some practical knowledge,Agree,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,,Always,Always,Usually,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Consumer Finance,Graduate student,,Somewhat involved,Some practical knowledge,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,Always,Always,Usually,Most of the time,yes
"I have recently completed the workshop, and am taking it after I left the event",yes,Biochemistry,Post-doc,,Enthusiastically involved,A great deal,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Low,Much higher,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,,Most of the time,Always,Always,Always,yes
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,statistics,Other (please specify),emplouee,Very involved,Some practical knowledge,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neither high nor low,Somewhat higher,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,,Usually,Usually,Sometimes,Sometimes,yes
